Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Berpisah,"Ordinance No. 533-A/99, item b3 (Other Institution)",1,Communication Design,Daytime,Higher education - bachelor's degree,130,Portuguese,Unknown,Unknown,Belum/Tidak Bekerja,Belum/Tidak Bekerja,130,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,53,Tidak,15,18,18,17,13,0,13,18,18,16,13,0,7,2,0,Dropout
Sudah Menikah,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,120,Portuguese,Unknown,Unknown,Belum/Tidak Bekerja,Belum/Tidak Bekerja,104,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,54,Tidak,0,6,8,4,12,0,0,6,12,5,12,0,7,2,0,Dropout
Belum Menikah,Change of course,1,Social Service,Daytime,Secondary education,149,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Petani/Perikanan/Kehutanan,130,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,28,Tidak,8,11,11,9,11,0,8,11,13,9,12,0,10,1,1,Graduate
Belum Menikah,Holders of other higher courses,1,Social Service (evening attendance),Evening,Higher education - master (2nd cycle),180,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Manajemen/Administrasi,180,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,37,Tidak,12,14,14,14,16,0,8,11,11,11,16,0,8,1,3,Graduate
Belum Menikah,Change of course,1,Social Service,Daytime,Secondary education,110,Portuguese,10th Year of Schooling,10th Year of Schooling,Belum/Tidak Bekerja,Belum/Tidak Bekerja,112,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,20,Tidak,8,10,14,9,12,0,3,7,10,7,11,0,7,2,0,Graduate
Belum Menikah,1st phase - general contingent,1,Social Service,Daytime,Secondary education,117,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,111,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,19,Tidak,0,6,9,4,11,0,0,6,12,3,11,0,8,1,3,Dropout
Belum Menikah,2nd phase - general contingent,1,Agronomy,Daytime,Secondary education,120,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Layanan dan Jasa,Belum/Tidak Bekerja,131,Iya,Tidak,Tidak,Iya,Laki-laki,Iya,23,Tidak,17,18,19,18,11,0,12,13,13,13,12,0,15,2,-4,Graduate
Belum Menikah,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,160,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Petani/Perikanan/Kehutanan,Petani/Perikanan/Kehutanan,144,Tidak,Tidak,Tidak,Iya,Laki-laki,Tidak,22,Tidak,0,6,0,0,0,0,0,6,0,0,0,0,13,0,0,Dropout
Belum Menikah,Over 23 years old,1,Tourism,Daytime,Secondary education,100,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Spesialis IT/Teknisi,Layanan dan Jasa,115,Tidak,Tidak,Tidak,Tidak,Laki-laki,Tidak,24,Tidak,0,6,0,0,0,0,0,6,0,0,0,0,11,0,2,Dropout
Belum Menikah,Over 23 years old,1,Agronomy,Daytime,Secondary education,160,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Layanan dan Jasa,Petani/Perikanan/Kehutanan,168,Tidak,Tidak,Tidak,Iya,Laki-laki,Tidak,26,Tidak,0,6,9,0,0,0,0,6,6,0,0,0,13,0,0,Dropout
Belum Menikah,2nd phase - general contingent,6,Journalism and Communication,Daytime,Secondary education,141,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Layanan dan Jasa,Layanan dan Jasa,127,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,18,Tidak,0,6,6,6,15,0,0,6,6,6,14,0,9,0,-3,Graduate
Belum Menikah,Technological specialization diploma holders,1,Equinculture,Daytime,Technological specialization course,130,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,150,Tidak,Tidak,Tidak,Iya,Laki-laki,Tidak,24,Tidak,2,6,8,4,11,0,1,6,8,2,13,0,11,0,2,Dropout
Belum Menikah,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Konstruksi/Transportasi,Spesialis IT/Teknisi,135,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,26,Tidak,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,Dropout
Belum Menikah,Over 23 years old,1,Tourism,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Manajemen/Administrasi,100,Tidak,Tidak,Tidak,Iya,Laki-laki,Tidak,27,Tidak,0,6,11,3,11,0,0,6,10,3,14,0,16,0,0,Dropout
Belum Menikah,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,140,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Petani/Perikanan/Kehutanan,140,Iya,Tidak,Tidak,Iya,Laki-laki,Iya,20,Tidak,0,6,10,5,12,0,0,6,6,5,13,0,12,0,1,Graduate
Belum Menikah,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,148,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Manajemen/Administrasi,Belum/Tidak Bekerja,131,Tidak,Tidak,Tidak,Iya,Laki-laki,Iya,18,Tidak,0,6,8,6,15,0,0,6,9,4,15,0,11,0,2,Dropout
Belum Menikah,1st phase - general contingent,3,Nursing,Daytime,Secondary education,143,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Manajemen/Administrasi,129,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,18,Tidak,0,8,8,7,12,0,0,8,8,7,12,0,10,1,1,Graduate
Belum Menikah,1st phase - general contingent,1,Social Service,Daytime,Secondary education,116,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Spesialis IT/Teknisi,Tentara,110,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,19,Tidak,0,6,0,0,0,0,0,6,0,0,0,0,16,0,0,Dropout
Belum Menikah,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,128,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Manajemen/Administrasi,Manajemen/Administrasi,124,Tidak,Tidak,Tidak,Iya,Laki-laki,Iya,19,Tidak,0,6,10,4,14,0,0,6,9,6,12,0,9,0,-3,Graduate
Sudah Menikah,Over 23 years old,1,Agronomy,Daytime,Secondary education,120,Portuguese,Higher Education - Bachelor's Degree,Higher Education - Bachelor's Degree,Direktur/Manager,Manajemen/Administrasi,100,Tidak,Tidak,Tidak,Iya,Laki-laki,Tidak,30,Tidak,3,12,12,3,12,0,5,12,16,5,11,0,15,2,-4,Dropout
Belum Menikah,Change of course,1,Journalism and Communication,Daytime,Secondary education,121,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Belum/Tidak Bekerja,Spesialis IT/Teknisi,123,Tidak,Tidak,Tidak,Tidak,Laki-laki,Tidak,22,Tidak,0,4,4,0,0,4,0,5,8,3,12,0,10,1,1,Dropout
Belum Menikah,2nd phase - general contingent,1,Management,Daytime,Secondary education,137,Portuguese,Higher Education - Degree,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Direktur/Manager,Belum/Tidak Bekerja,131,Tidak,Tidak,Tidak,Tidak,Laki-laki,Tidak,19,Tidak,0,5,13,4,10,0,0,5,7,3,11,0,15,2,-4,Dropout
Belum Menikah,1st phase - general contingent,1,Management,Daytime,Secondary education,115,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Belum/Tidak Bekerja,Spesialis IT/Teknisi,118,Tidak,Tidak,Tidak,Iya,Laki-laki,Tidak,21,Tidak,0,5,9,1,10,0,0,5,10,1,10,0,7,2,0,Dropout
Belum Menikah,1st phase - general contingent,2,Animation and Multimedia Design,Daytime,Secondary education,129,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,122,Iya,Tidak,Tidak,Tidak,Laki-laki,Tidak,22,Tidak,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,Dropout
Belum Menikah,Over 23 years old,1,Agronomy,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Spesialis Pendidikan,Spesialis IT/Teknisi,100,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,35,Tidak,0,6,13,3,11,0,0,6,10,0,0,0,13,0,0,Dropout
Belum Menikah,1st phase - special contingent (Madeira Island),2,Management,Daytime,Secondary education,131,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,135,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,20,Tidak,0,5,8,1,10,0,0,5,7,1,11,0,7,2,0,Dropout
Belum Menikah,1st phase - general contingent,1,Equinculture,Daytime,Secondary education,133,Portuguese,Frequency of Higher Education,7th Year (Old),Manajemen/Administrasi,Layanan dan Jasa,138,Tidak,Tidak,Tidak,Iya,Laki-laki,Tidak,21,Tidak,0,5,8,3,14,0,0,5,5,5,12,0,7,2,0,Graduate
Belum Menikah,Over 23 years old,1,Veterinary Nursing,Daytime,Other - 11th year of schooling,133,Portuguese,Unknown,Unknown,Belum/Tidak Bekerja,Belum/Tidak Bekerja,128,Tidak,Tidak,Iya,Tidak,Laki-laki,Tidak,27,Tidak,0,5,5,0,0,0,0,5,5,0,0,0,7,2,0,Dropout
Belum Menikah,Change of course,1,Journalism and Communication,Daytime,Secondary education,114,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Belum/Tidak Bekerja,Layanan dan Jasa,107,Iya,Tidak,Tidak,Tidak,Laki-laki,Tidak,26,Tidak,0,6,12,3,12,0,0,6,15,0,0,0,9,0,-3,Dropout
Belum Menikah,2nd phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,127,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,,Spesialis IT/Teknisi,Spesialis IT/Teknisi,129,Tidak,Tidak,Tidak,Tidak,Laki-laki,Tidak,20,Tidak,0,6,10,0,0,0,0,5,10,0,0,0,10,1,1,Dropout
Belum Menikah,1st phase - general contingent,3,Journalism and Communication,Daytime,Secondary education,121,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Belum/Tidak Bekerja,Konstruksi/Transportasi,113,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,19,Tidak,0,6,6,6,13,0,0,6,6,6,13,0,11,0,2,Graduate
Belum Menikah,Change of course,1,Management,Evening,Secondary education,120,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,107,Tidak,Tidak,Tidak,Tidak,Laki-laki,Tidak,47,Tidak,0,5,5,0,0,0,0,5,5,0,0,0,12,3,-1,Dropout
Berpisah,Over 23 years old,1,Journalism and Communication,Daytime,Other - 11th year of schooling,120,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Manajemen/Administrasi,Belum/Tidak Bekerja,130,Tidak,Tidak,Tidak,Tidak,Laki-laki,Tidak,55,Tidak,0,6,8,5,11,0,0,6,9,5,12,0,10,1,1,Dropout
Belum Menikah,Change of course,1,Agronomy,Daytime,Secondary education,120,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Layanan dan Jasa,Belum/Tidak Bekerja,120,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,39,Tidak,0,6,8,0,0,0,1,6,8,2,11,0,16,0,0,Dropout
Sudah Menikah,1st phase - general contingent,1,Agronomy,Daytime,Secondary education,120,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,120,Iya,Tidak,Iya,Iya,Laki-laki,Tidak,35,Tidak,14,17,17,14,10,1,12,12,12,12,10,0,15,2,-4,Dropout
Belum Menikah,Over 23 years old,1,Social Service,Daytime,Secondary education,133,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,9th Year of Schooling - Not Completed,Belum/Tidak Bekerja,Manajemen/Administrasi,120,Tidak,Tidak,Tidak,Tidak,Laki-laki,Tidak,32,Tidak,0,6,10,2,11,0,0,6,12,0,0,0,7,2,0,Dropout
Belum Menikah,1st phase - general contingent,4,Journalism and Communication,Daytime,Secondary education,124,Portuguese,Higher Education - Degree,Other - 11th Year of Schooling,Spesialis Pendidikan,Belum/Tidak Bekerja,137,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,20,Tidak,0,6,6,6,16,0,0,6,6,6,16,0,8,1,3,Graduate
Belum Menikah,Over 23 years old,1,Tourism,Daytime,Secondary education,150,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,115,Tidak,Tidak,Tidak,Iya,Laki-laki,Tidak,36,Tidak,0,6,8,6,13,0,0,6,9,5,13,0,12,3,-1,Graduate
Belum Menikah,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,116,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Spesialis Pendidikan,116,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,21,Tidak,0,5,8,0,0,0,0,5,5,0,0,0,9,0,-3,Dropout
Belum Menikah,Change of course,1,Management,Evening,Secondary education,133,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Spesialis IT/Teknisi,Tentara,136,Tidak,Tidak,Tidak,Iya,Laki-laki,Iya,42,Tidak,0,5,14,1,10,0,0,5,14,1,11,0,13,0,0,Dropout
Belum Menikah,Over 23 years old,1,Agronomy,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Konstruksi/Transportasi,134,Tidak,Tidak,Tidak,Iya,Laki-laki,Tidak,25,Tidak,0,6,15,1,11,0,0,6,13,4,11,0,12,0,1,Dropout
Belum Menikah,3rd phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,167,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Petani/Perikanan/Kehutanan,Konstruksi/Transportasi,153,Iya,Tidak,Tidak,Iya,Laki-laki,Iya,18,Tidak,0,6,6,1,11,0,0,6,0,0,0,0,8,1,3,Dropout
Belum Menikah,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,132,Tidak,Tidak,Tidak,Iya,Laki-laki,Iya,18,Tidak,0,6,6,5,12,0,0,6,6,6,12,0,12,3,-1,Graduate
Belum Menikah,1st phase - general contingent,2,Social Service,Daytime,Secondary education,124,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Konstruksi/Transportasi,129,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,19,Tidak,0,6,10,6,11,0,0,6,7,6,11,0,7,2,0,Graduate
Belum Menikah,Change of course,1,Veterinary Nursing,Daytime,Secondary education,110,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Manajemen/Administrasi,Petani/Perikanan/Kehutanan,105,Tidak,Tidak,Iya,Tidak,Laki-laki,Tidak,34,Tidak,2,6,13,3,11,0,0,6,8,2,11,0,13,0,0,Dropout
Belum Menikah,2nd phase - general contingent,2,Journalism and Communication,Daytime,Secondary education,150,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Layanan dan Jasa,130,Tidak,Tidak,Tidak,Iya,Laki-laki,Tidak,20,Tidak,0,6,15,2,12,0,0,6,12,0,0,0,10,1,1,Dropout
Belum Menikah,1st phase - general contingent,1,Nursing,Daytime,Secondary education,123,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Konstruksi/Transportasi,Konstruksi/Transportasi,119,Tidak,Tidak,Tidak,Iya,Laki-laki,Tidak,20,Tidak,0,7,8,0,0,1,0,7,7,0,0,0,13,0,0,Dropout
Belum Menikah,2nd phase - general contingent,1,Nursing,Daytime,Secondary education,152,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Manajemen/Administrasi,Belum/Tidak Bekerja,132,Tidak,Tidak,Tidak,Iya,Laki-laki,Tidak,21,Tidak,0,8,8,7,14,0,0,8,8,7,14,0,10,1,1,Graduate
Belum Menikah,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Spesialis IT/Teknisi,Tentara,130,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,19,Tidak,0,6,9,6,12,0,0,6,14,4,13,0,12,0,1,Graduate
Belum Menikah,2nd phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,133,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Manajemen/Administrasi,Layanan dan Jasa,150,Tidak,Tidak,Tidak,Iya,Laki-laki,Tidak,21,Tidak,0,6,8,6,14,0,0,6,9,5,14,0,11,0,2,Graduate
Belum Menikah,1st phase - general contingent,1,Management,Daytime,Secondary education,124,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,115,Tidak,Tidak,Tidak,Iya,Laki-laki,Iya,20,Tidak,0,5,8,5,12,0,0,5,7,5,11,0,13,0,0,Graduate
Belum Menikah,Change of course,2,Nursing,Daytime,Frequency of higher education,119,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Manajemen/Administrasi,Tentara,119,Tidak,Tidak,Tidak,Iya,Laki-laki,Tidak,22,Tidak,0,7,7,6,12,0,0,7,7,6,12,0,7,2,0,Graduate
Belum Menikah,1st phase - general contingent,2,Communication Design,Daytime,Secondary education,128,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Spesialis IT/Teknisi,Spesialis IT/Teknisi,123,Iya,Iya,Tidak,Tidak,Laki-laki,Tidak,19,Tidak,0,6,9,4,12,0,0,6,6,0,0,0,9,0,-3,Dropout
Belum Menikah,2nd phase - general contingent,1,Nursing,Daytime,Secondary education,145,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Tentara,131,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,7,7,7,13,0,0,8,8,7,13,0,13,0,0,Dropout
Belum Menikah,3rd phase - general contingent,2,Nursing,Daytime,Secondary education,141,Guinean,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Spesialis IT/Teknisi,126,Iya,Tidak,Tidak,Iya,Perempuan,Iya,20,Iya,0,8,8,8,14,0,0,8,8,8,14,0,9,0,-3,Graduate
Belum Menikah,Change of course,4,Nursing,Daytime,Frequency of higher education,118,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Layanan dan Jasa,Belum/Tidak Bekerja,118,Iya,Tidak,Tidak,Iya,Perempuan,Iya,19,Tidak,0,7,7,6,13,0,0,7,7,6,13,0,7,2,0,Graduate
Sudah Menikah,Over 23 years old,1,Management,Evening,Secondary education,160,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,160,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,35,Tidak,0,5,5,5,11,0,0,5,6,5,11,0,15,2,-4,Graduate
Belum Menikah,2nd phase - general contingent,5,Journalism and Communication,Daytime,Secondary education,111,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Other - 11th Year of Schooling,Konstruksi/Transportasi,Spesialis IT/Teknisi,115,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,22,Tidak,0,6,7,6,13,0,0,6,7,6,15,0,13,0,0,Graduate
Belum Menikah,1st phase - general contingent,2,Tourism,Daytime,Secondary education,111,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Layanan dan Jasa,Konstruksi/Transportasi,109,Iya,Tidak,Tidak,Iya,Perempuan,Iya,20,Tidak,0,6,6,6,13,0,0,6,6,6,15,0,11,0,2,Graduate
Belum Menikah,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,123,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,113,Iya,Tidak,Iya,Tidak,Perempuan,Tidak,18,Tidak,0,6,7,4,11,0,0,6,9,4,10,0,10,1,1,Dropout
Belum Menikah,1st phase - general contingent,1,Social Service,Daytime,Secondary education,133,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,121,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,6,7,5,10,0,0,6,9,4,11,0,12,0,1,Graduate
Belum Menikah,Holders of other higher courses,1,Nursing,Daytime,Higher education - degree,140,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Layanan dan Jasa,140,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,30,Tidak,0,8,8,7,15,0,0,8,8,7,15,0,10,1,1,Graduate
Belum Menikah,3rd phase - general contingent,1,Social Service,Daytime,Secondary education,122,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Belum/Tidak Bekerja,Konstruksi/Transportasi,114,Tidak,Tidak,Iya,Iya,Perempuan,Iya,18,Tidak,0,6,9,6,10,0,0,6,8,6,12,0,11,0,2,Graduate
Belum Menikah,2nd phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,139,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Layanan dan Jasa,Spesialis IT/Teknisi,136,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,5,7,5,13,1,0,5,7,5,13,0,7,2,0,Graduate
Belum Menikah,1st phase - general contingent,2,Oral Hygiene,Daytime,Secondary education,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Spesialis IT/Teknisi,Spesialis IT/Teknisi,119,Iya,Tidak,Tidak,Iya,Perempuan,Iya,21,Tidak,0,7,7,7,12,0,0,8,8,8,14,0,15,2,-4,Graduate
Belum Menikah,1st phase - general contingent,3,Management,Daytime,Secondary education,143,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Layanan dan Jasa,Konstruksi/Transportasi,133,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,5,11,4,14,0,0,5,7,4,12,0,12,3,-1,Graduate
Belum Menikah,1st phase - general contingent,1,Nursing,Daytime,Secondary education,140,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Konstruksi/Transportasi,130,Iya,Tidak,Tidak,Iya,Laki-laki,Iya,18,Tidak,0,7,7,6,13,0,0,7,7,6,13,0,7,2,0,Graduate
Belum Menikah,2nd phase - general contingent,1,Nursing,Daytime,Secondary education,134,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Belum/Tidak Bekerja,Petani/Perikanan/Kehutanan,133,Iya,Tidak,Tidak,Iya,Laki-laki,Iya,20,Tidak,0,7,8,7,11,0,0,8,8,8,12,0,15,2,-4,Graduate
